User Name,Review Date,Rating,Review Body
Amazon Customer,"Reviewed in the United States on February 2, 2021",2.0 out of 5 stars,Nothing you can’t read for free online. Difficult to navigate.
Jasmine 94901,"Reviewed in the United States on February 1, 2021",2.0 out of 5 stars,"I got this book from the library. I'm a few chapters in and love it, so I decided to buy it. It came today and... 65 pages are missing! Came here to see several other complaints about this over the years, but it's not been addressed. Lame."
Atticus Finch,"Reviewed in the United States on January 2, 2021",2.0 out of 5 stars,"Van Der Kolk provides patient summaries and snippets of his medical treatment going back to the early 1970's. I am not sure how it is to solidify as he does not focus on any solution or common topic to direct the reader. It may provide an accurate guideline as to historical treatment decades ago, but the whole book is disjointed and really does not define anything in detail. Van Der Kolk, primarily examines, rape, sex abuse, and PTSD (Military) in his definition of trauma. I think in the 2020's that is a very dated concept and limits the scope of the book."
Caththeo,"Reviewed in the United States on December 31, 2020",2.0 out of 5 stars,Is a new book. Bottom corner of front if bent. Don’t have time to replace so am not happy about it.
Crissi,"Reviewed in the United States on December 10, 2020",2.0 out of 5 stars,"I just received it today and it has gluey/greasy handprints all over the front, back and sides of the cover, and that seems pretty gross. I heard it's a really good read for people with trauma. I'll edit my review for the actual content of the book after I read it."
Jocelyn Harvey,"Reviewed in the United States on November 16, 2020",2.0 out of 5 stars,I’m not happy with the condition of the book. I purchased “new” and this book is not in new condition.
Munz,"Reviewed in the United States on October 26, 2020",2.0 out of 5 stars,"After being recommended this book for a few months I finally gave in and purchased it. It seems like this book has more opinions from the author that actual scientific facts. While reading it, you can clearly tell the author is trying to push his own agenda rather than offering anything of use. I’m not sure why there are so many people who swear by this book. I wanted to like it, but it just falls short in so many ways."
DocStud20,"Reviewed in the United States on October 1, 2020",2.0 out of 5 stars,The book arrived damaged.
Amazon Customer,"Reviewed in the United States on July 28, 2020",2.0 out of 5 stars,"I took issue with several aspects of Bessel van der Kolk's book:

1. In the early chapters, van der Kolk discusses his research with U.S. Vietnam War veterans. He shares an example of a veteran who witnessed members of his platoon being killed, and subsequently goes on a killing rampage in a Vietnamese village and rapes a woman. I understand the argument van der Kolk is making - how people who are subjected to trauma often inflict trauma onto others – but it seems like he’s excusing/sympathizing with this utterly heinous behavior. There are a myriad of people who are traumatized and do not go on rape and killing rampages. Additionally, it’s clear he is more concerned about the veteran’s trauma than of trauma inflicted upon the Vietnamese people. He does not discuss any research conducted on the impact of the Vietnam War on Vietnamese people, who ultimately had their homes destroyed and citizens murdered.
2. Van der Kolk discusses women’s sexual trauma at great lengths but rarely speaks to the sexual trauma suffered by men and young boys. Although women are more frequently subjected to sexual abuse, it’s still imperative to discuss the sexual trauma of men and young boys to further research and conversations on this topic.
3. Furthermore, he explicitly narrates the sexual trauma his female patients have suffered in a way that feels exploitative. As a trauma survivor, I felt like I was being retraumatized when reading many of these passages. As an academic, I did not think it was necessary to narrate the traumatic stories of those women to get his point across. It felt like he was leveraging their stories for dramatic effect, and not to further his arguments.
4. In chapter 7, Van Der Kolk discusses parent-child relationships. He shares insights on how parents can traumatize their children through poor parenting, neglect and disassociation. Although this chapter was supposedly focused on parents, it was evident he was more concerned with how mothers traumatize their children through poor parenting. He fails to present research that addresses how fathers can traumatize children for similar reasons.
5. The book is about trauma and how bodies can store trauma, yet he fails to address race. Black and brown bodies have suffered disproportionate levels of poverty and discrimination in the United States, yet research conducted on their trauma is largely absent from this book.
6. Throughout the book, his references are largely made up of his white male colleagues. Additionally, nearly every one of the quotes he begins the chapters with comes from a man. If he included a more diverse array of academics and research, he may have avoided the above-mentioned gaps in his research."
Dana~,"Reviewed in the United States on June 8, 2020",2.0 out of 5 stars,"Read through some chapters; realized this is a book geared towards medical professionals - not your everyday person. It did not offer me any solutions to what I already know about trauma and the ways your brain is changed by said trauma. What I wanted to read about is what a person like me can do - barring therapy, medication and meditation - to change my brain...how I go about ""rewiring"" it so that I can get unstuck."
Sergio Lobina,"Reviewed in the United States on May 25, 2020",2.0 out of 5 stars,"I'll admit, I have not read the book yet, as it just arrived yesterday. However, just in picking it up this morning the author has already lost credibility. A quick search of the index reveals no mention of IBS, a bowel disorder which is undoubtedly caused by trauma and the brain/gut connection. As I dug around, without even looking for it, I find the author crying out for......gun control? What is this garbage, and why am I going to read it? I was really looking forward to beginning this book right now, but the author has lost my trust already. It will be pretty difficult for me to take interest from this point forward knowing that the main brain/body disorder I was interested in is something this work missed completely, yet there was room for misguided political viewpoints that I wasn't looking for."
Brooke Humble,"Reviewed in the United States on May 6, 2020",2.0 out of 5 stars,There was a traumatic tear in the cover of the book (pun intended).
